sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,neutral,23,34,,laptop,2
838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,neutral,4,8,,laptop,2
838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,negative,75,79,,laptop,1
2477,"I love the feel of the key board, as well as the trackpad.",key board,positive,23,32,,laptop,0
2477,"I love the feel of the key board, as well as the trackpad.",trackpad,positive,49,57,,laptop,0
2226,Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive,51,56,,laptop,0
2226,Now I have the best of both worlds with all of the power and ease of the Mac!,ease,positive,61,65,,laptop,0
670,Ease of use is just one of the benefits I love about my Mac.,use,positive,8,11,,laptop,0
2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,neutral,103,107,,laptop,2
1684,"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,positive,0,8,,laptop,0
1684,"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",itunes,positive,50,56,,laptop,0
2680,"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,positive,27,32,,laptop,0
1401,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,negative,131,136,,laptop,1
1803,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,negative,41,52,,laptop,1
1140,"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,negative,2,27,,laptop,1
2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display,positive,0,15,,laptop,0
2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,performance,positive,42,53,,laptop,0
2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,positive,58,65,,laptop,0
1778,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,4,16,,laptop,1
1769,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,positive,4,25,,laptop,0
2447,"Its fast, has High definition quality in the videos.",High definition quality,positive,14,37,,laptop,0
1676,Another Great thing is the Beast graphics.,Beast graphics,positive,27,41,,laptop,0
27,The ease of set up was terrific.,set up,positive,12,18,,laptop,0
2619,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger,neutral,65,77,,laptop,2
2619,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,positive,88,95,,laptop,0
2935,The battery life is probably an hour at best.,battery life,negative,4,16,,laptop,1
1369,This is a review of windows vista system.,windows vista system,neutral,20,40,,laptop,2
3057,"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,neutral,55,68,,laptop,2
1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,negative,54,58,,laptop,1
830,  There's literally no way to make it sing with Vista.,Vista,negative,48,53,,laptop,1
2913,Screen size is perfect for portable use in any environment.,Screen size,positive,0,11,,laptop,0
32,"First, it does not have a push button to open the lid.",push button,negative,26,37,,laptop,1
32,"First, it does not have a push button to open the lid.",lid,neutral,50,53,,laptop,2
1626,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,neutral,85,94,,laptop,2
1626,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,neutral,103,111,,laptop,2
2067,I now realize that my $900 would have been better spent on a Windows laptop.,Windows,positive,61,68,,laptop,0
2065,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,negative,62,78,,laptop,1
1187,Another included program that is laughable is the chess game.,included program,negative,8,24,,laptop,1
711,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,negative,19,25,,laptop,1
2873,"The price was very good, and the product is top quality.",price,positive,4,9,,laptop,0
2873,"The price was very good, and the product is top quality.",quality,positive,48,55,,laptop,0
653,It played various games without problems and ran aero smoothly and flawlessly.,games,neutral,18,23,,laptop,2
653,It played various games without problems and ran aero smoothly and flawlessly.,aero,neutral,49,53,,laptop,2
1985,"From the get-go, the M6809 was unsteady in its operation;",operation,negative,47,56,,laptop,1
1730,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive,86,92,,laptop,0
1540,"It even has a great webcam, and Skype works very well.",webcam,positive,20,26,,laptop,0
1540,"It even has a great webcam, and Skype works very well.",Skype,positive,32,37,,laptop,0
1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,positive,17,40,,laptop,0
1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",keyboard,positive,50,58,,laptop,0
2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program,positive,19,41,,laptop,0
2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,positive,73,81,,laptop,0
2827,This computer I used daily nice compact design.,design,positive,40,46,,laptop,0
2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,positive,4,21,,laptop,0
2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",Intel built-in card,positive,125,144,,laptop,0
2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,neutral,112,117,,laptop,2
1972,It was hard to handle and operate at school.,handle,negative,15,21,,laptop,1
1972,It was hard to handle and operate at school.,operate,negative,26,33,,laptop,1
592,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,negative,3,20,,laptop,1
592,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,positive,106,129,,laptop,0
542,power supply went bad after 2 weeks --,power supply,negative,0,12,,laptop,1
2373,"The screen takes some getting use to, because it is smaller than the laptop.",screen,negative,4,10,,laptop,1
1383,The right speaker did not work.,right speaker,negative,4,17,,laptop,1
1846,  Dealing with the support drone on the other end of the chat was sheer torture.,support,negative,19,26,,laptop,1
578,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,positive,4,17,,laptop,0
59,"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative,13,17,,laptop,1
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S,positive,4,24,,laptop,0
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win XP,neutral,80,86,,laptop,2
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Visa,neutral,88,92,,laptop,2
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,neutral,96,100,,laptop,2
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",use,positive,46,49,,laptop,0
2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,neutral,0,7,,laptop,2
2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",shutdown,neutral,29,37,,laptop,2
2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",resume from sleep,neutral,54,71,,laptop,2
3062,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,positive,4,10,,laptop,0
3062,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",keyboard,positive,56,64,,laptop,0
3062,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",fit,positive,73,76,,laptop,0
2485,I have only had PCs with Windows before so this takes a little getting use to.,Windows,neutral,25,32,,laptop,2
676,super fast processor and really nice graphics card..,processor,positive,11,20,,laptop,0
676,super fast processor and really nice graphics card..,graphics card,positive,37,50,,laptop,0
1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size,positive,160,164,,laptop,0
1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",external keyboard,neutral,189,206,,laptop,2
1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",mouse,neutral,208,213,,laptop,2
1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",monitor,neutral,219,226,,laptop,2
2308,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,negative,55,71,,laptop,1
2689,"I dislike the weight and size, cubersome.",weight,negative,14,20,,laptop,1
2689,"I dislike the weight and size, cubersome.",size,negative,25,29,,laptop,1
2995,The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,4,9,,laptop,1
1625,I cannot be happier with the service or product.,service,positive,29,36,,laptop,0
581,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive,45,62,,laptop,0
700,Speakers doesn't sound that great.,Speakers,negative,0,8,,laptop,1
2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,positive,7,16,,laptop,0
2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",ergonomics,negative,94,104,,laptop,1
2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",connections,negative,125,136,,laptop,1
1163,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,negative,24,46,,laptop,1
843,"The ""abuse"" is that I pushed the power plug in too hard.",power plug,negative,33,43,,laptop,1
2625,The resolution on the screen is almost pure HD.,resolution on the screen,positive,4,28,,laptop,0
2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,neutral,13,21,,laptop,2
2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,neutral,49,54,,laptop,2
2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iWork,neutral,59,64,,laptop,2
2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,40,46,,laptop,1
248,The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative,4,21,,laptop,1
836,The AC power port becomes loose over time,AC power port,negative,4,17,,laptop,1
1682,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,positive,71,85,,laptop,0
2952,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative,41,49,,laptop,1
879,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,positive,58,70,,laptop,0
879,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,negative,78,90,,laptop,1
1592,Enjoy that Toshib force and durability unparalleled,force,positive,18,23,,laptop,0
1592,Enjoy that Toshib force and durability unparalleled,durability,positive,28,38,,laptop,0
2101,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,positive,28,42,,laptop,0
706,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,neutral,46,58,,laptop,2
2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive,12,30,,laptop,0
2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",tote,positive,82,86,,laptop,0
795,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,39,43,,laptop,1
326,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,positive,74,77,,laptop,0
1458,  the battery is irreplaceable.,battery,negative,6,13,,laptop,1
2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7,positive,109,114,,laptop,0
2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,positive,126,145,,laptop,0
2105,It's software and speed enable it to do amazing things.,software,positive,5,13,,laptop,0
2105,It's software and speed enable it to do amazing things.,speed,positive,18,23,,laptop,0
1268,Could not keep up with me and finally the hard drive went out.,hard drive,negative,42,52,,laptop,1
2603,"I am most impressed with the programming, including the iPhoto.",programming,positive,29,40,,laptop,0
2603,"I am most impressed with the programming, including the iPhoto.",iPhoto,positive,56,62,,laptop,0
2621,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,positive,16,19,,laptop,0
2518,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,positive,56,64,,laptop,0
62,They should have included more memory on their computers if they knew Vista would run slowly.,memory,negative,31,37,,laptop,1
62,They should have included more memory on their computers if they knew Vista would run slowly.,Vista,negative,70,75,,laptop,1
445,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life,negative,0,12,,laptop,1
445,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,price,positive,49,54,,laptop,0
90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,4,11,,laptop,1
90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,25,31,,laptop,1
90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,94,100,,laptop,1
1366,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,neutral,12,20,,laptop,2
1366,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,negative,33,43,,laptop,1
1542,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,positive,4,21,,laptop,0
1892,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative,82,90,,laptop,1
1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,positive,94,99,,laptop,0
1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,positive,104,115,,laptop,0
1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,positive,16,21,,laptop,0
1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,positive,38,42,,laptop,0
582,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,positive,4,14,,laptop,0
2875,The Toshiba laptop I am using is easier to use than most I have tried.,use,positive,43,46,,laptop,0
901,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,neutral,154,162,,laptop,2
2880,So we exchanged it for the same on and after 2 hours it didn't work.,work,negative,63,67,,laptop,1
2393,"I love the size, keyboard, the functions.",size,positive,11,15,,laptop,0
2393,"I love the size, keyboard, the functions.",keyboard,positive,17,25,,laptop,0
2393,"I love the size, keyboard, the functions.",functions,positive,31,40,,laptop,0
2837,the mouse is way way way to sensitve.,mouse,negative,4,9,,laptop,1
2547,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,positive,4,6,,laptop,0
2547,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,run,positive,82,85,,laptop,0
1070,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,negative,80,86,,laptop,1
99,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,negative,59,75,,laptop,1
1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,positive,49,60,,laptop,0
1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,positive,62,77,,laptop,0
1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,positive,91,94,,laptop,0
963,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,neutral,60,68,,laptop,2
963,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",keys,neutral,70,74,,laptop,2
963,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",casing,neutral,80,86,,laptop,2
1645,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,neutral,62,78,,laptop,2
2792,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,negative,46,70,,laptop,1
2575,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,negative,62,70,,laptop,1
571,very convenient when you travel and the battery life is excellent...,battery life,positive,40,52,,laptop,0
2011,  The machine is slow to boot up and occasionally crashes completely.,boot up,negative,25,32,,laptop,1
3080,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,neutral,83,85,,laptop,2
2583,the screen brightness automatically adjusts.,screen brightness,neutral,4,21,,laptop,2
2526,"Besides the great look, it is a great machine.",look,positive,18,22,,laptop,0
396,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,negative,10,14,,laptop,1
2088,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,negative,4,9,,laptop,1
1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,neutral,5,20,,laptop,2
1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),motherboard chip,neutral,28,44,,laptop,2
1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),CPU,neutral,59,62,,laptop,2
1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,neutral,75,85,,laptop,2
1052,The buttons you have to press a little harder than most.,buttons,negative,4,11,,laptop,1
1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,negative,4,16,,laptop,1
1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,neutral,71,78,,laptop,2
1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,negative,116,123,,laptop,1
2990,Right size and weight for portability.,size,positive,6,10,,laptop,0
2990,Right size and weight for portability.,weight,positive,15,21,,laptop,0
2990,Right size and weight for portability.,portability,positive,26,37,,laptop,0
701,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,4,16,,laptop,1
828,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,neutral,21,47,,laptop,2
828,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,negative,69,79,,laptop,1
3023,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,negative,26,33,,laptop,1
3023,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,brightness,neutral,167,177,,laptop,2
2961,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,negative,58,79,,laptop,1
2961,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,negative,98,112,,laptop,1
2329,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,neutral,56,64,,laptop,2
2000,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,positive,59,66,,laptop,0
1528,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,neutral,101,109,,laptop,2
772,Was searching online for a power supply when I found this site.,power supply,neutral,27,39,,laptop,2
1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,neutral,107,113,,laptop,2
1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,neutral,60,76,,laptop,2
1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",complex data analysis,neutral,81,102,,laptop,2
858,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,negative,52,57,,laptop,1
1173,(No problem with the ordering or shipping by the way.,shipping,positive,33,41,,laptop,0
1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,positive,8,11,,laptop,0
1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,positive,76,87,,laptop,0
1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,positive,121,133,,laptop,0
1995,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,negative,92,97,,laptop,1
2820,"Fast, great visual!",visual,positive,12,18,,laptop,0
2083,It's priced very reasonable and works very well right out of the box.,priced,positive,5,11,,laptop,0
2083,It's priced very reasonable and works very well right out of the box.,works,positive,32,37,,laptop,0
1060,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,neutral,45,47,,laptop,2
2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,positive,10,18,,laptop,0
2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,negative,42,47,,laptop,1
2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,negative,115,136,,laptop,1
1511,There are so many wonderful features and benefits to the new MacBook!,features,positive,28,36,,laptop,0
563,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive,91,97,,laptop,0
2668,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,negative,37,46,,laptop,1
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,positive,65,69,,laptop,0
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,positive,89,97,,laptop,0
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,positive,107,123,,laptop,0
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,positive,133,142,,laptop,0
2991,Battery life needs more life.,Battery life,negative,0,12,,laptop,1
132,For some odd reasons the computer doesn't reconize the operation system.,operation system,negative,55,71,,laptop,1
208,The trackpad was easy to learn and navigate.,trackpad,positive,4,12,,laptop,0
2314,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,positive,0,12,,laptop,0
634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,negative,87,97,,laptop,1
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,neutral,84,91,,laptop,2
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,neutral,136,144,,laptop,2
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,agents,negative,197,203,,laptop,1
2417,Even though the computer is larger they did not make the keyboard larger.,keyboard,negative,57,65,,laptop,1
500,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,neutral,16,35,,laptop,2
500,We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,neutral,44,61,,laptop,2
859,"Its not just slow on the internet, its slow in general.",internet,negative,25,33,,laptop,1
1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,positive,19,22,,laptop,0
1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,positive,50,56,,laptop,0
158,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,negative,40,59,,laptop,1
2879,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,negative,89,93,,laptop,1
1565,The resolution is even higher then any other laptop on the market.,resolution,positive,4,14,,laptop,0
2854,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",negative,28,47,,laptop,1
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,positive,80,88,,laptop,0
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,positive,63,70,,laptop,0
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,positive,19,23,,laptop,0
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,negative,38,44,,laptop,1
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",neutral,26,29,,laptop,2
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",neutral,66,69,,laptop,2
3018,The feel of this machine compared to the old MacBook is far superior.,feel,positive,4,8,,laptop,0
259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,negative,186,221,,laptop,1
2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,positive,22,28,,laptop,0
2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",HDMI,neutral,59,63,,laptop,2
1399,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,negative,4,12,,laptop,1
1399,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,wireless switch,negative,31,46,,laptop,1
2400,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,positive,12,25,,laptop,0
1302,I guess he was the technical person.,technical person,neutral,19,35,,laptop,2
534,A seventy dollar mouse!,mouse,neutral,17,22,,laptop,2
2378,It is fast and i have not had a problem with internet connection or any other problems.,internet connection,positive,45,64,,laptop,0
2722,I'm really impressed with the quality and performance for the price of the computer.,quality,positive,30,37,,laptop,0
2722,I'm really impressed with the quality and performance for the price of the computer.,performance,positive,42,53,,laptop,0
2722,I'm really impressed with the quality and performance for the price of the computer.,price,positive,62,67,,laptop,0
1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,neutral,48,61,,laptop,2
1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",driver/application DVD,neutral,73,95,,laptop,2
